RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15001229,Cust01229,583,Germany,Male,40,1,26258.64,4,1,1,95.46,0
15001230,Cust01230,634,France,Male,45,3,120541.88,1,1,1,42.1,0
15001231,Cust01231,531,France,Female,30,8,179251.82,3,1,0,108.76,0
15001232,Cust01232,548,Spain,Male,48,3,105776.15,1,0,1,121.72,0
15001233,Cust01233,749,France,Male,47,9,16315.64,2,1,1,157.82,1
15001234,Cust01234,594,Spain,Male,55,8,61659.34,1,1,0,179.68,0
15001235,Cust01235,585,France,Female,54,10,32631.3,1,0,0,140.41,1
15001236,Cust01236,603,Spain,Male,29,5,0.0,2,0,1,64.16,0
15001237,Cust01237,621,France,Female,37,6,91071.69,1,0,0,74.98,0
15001238,Cust01238,772,Spain,Female,40,1,107629.76,1,0,1,41.18,0
15001239,Cust01239,773,Germany,Male,39,3,46913.89,1,0,1,69.39,0
15001240,Cust01240,637,France,Male,31,1,111796.54,1,1,1,164.27,1
15001241,Cust01241,697,France,Female,53,8,45984.65,1,0,0,102.45,1
15001242,Cust01242,684,Germany,Female,44,2,101397.44,1,1,1,48.97,0
15001243,Cust01243,662,France,Male,38,10,73650.63,1,1,1,20.42,1
15001244,Cust01244,660,Spain,Female,25,3,120815.27,2,1,1,119.82,0
15001245,Cust01245,454,Germany,Female,49,8,108115.68,1,1,0,13.51,1
15001246,Cust01246,603,Germany,Female,61,6,89057.25,2,0,0,105.3,1
15001247,Cust01247,689,France,Male,55,2,77199.33,2,0,1,102.72,0
15001248,Cust01248,741,France,Male,27,6,94038.74,2,0,1,43.58,0
15001249,Cust01249,723,Spain,Male,29,6,78108.5,1,0,0,129.47,0
15001250,Cust01250,689,Spain,Female,31,3,76100.38,4,0,1,165.57,0
15001251,Cust01251,841,Spain,Male,55,2,58324.16,1,0,1,36.04,0
15001252,Cust01252,625,France,Female,60,2,144443.88,1,0,1,27.91,0
15001253,Cust01253,687,France,Male,35,4,50773.11,1,1,1,176.33,0
15001254,Cust01254,772,Spain,Female,30,3,0.0,3,0,1,30.12,0
15001255,Cust01255,724,Germany,Male,30,5,120758.02,1,1,1,131.81,0
15001256,Cust01256,673,France,Female,27,2,14345.43,1,0,0,176.13,0
15001257,Cust01257,611,France,Male,24,6,60328.68,1,1,0,143.37,1
15001258,Cust01258,651,Spain,Male,40,7,116026.44,1,1,1,106.66,0
15001259,Cust01259,350,France,Female,18,1,124523.05,4,1,0,171.31,1
15001260,Cust01260,677,Spain,Male,29,5,93303.2,2,0,0,103.67,1
15001261,Cust01261,505,France,Female,19,6,15333.03,2,0,0,103.97,0
15001262,Cust01262,633,Germany,Female,42,1,0.0,1,1,0,161.06,1
15001263,Cust01263,565,Germany,Female,35,8,51207.55,2,1,0,190.41,1
15001264,Cust01264,462,France,Male,32,2,106143.46,1,0,0,98.07,1
15001265,Cust01265,640,Germany,Female,18,9,121829.19,2,1,1,95.54,0
15001266,Cust01266,496,France,Female,42,3,59709.7,2,0,0,59.8,0
15001267,Cust01267,644,France,Female,29,3,116444.48,2,1,0,145.06,0
15001268,Cust01268,466,Germany,Male,34,8,122902.28,2,0,0,157.64,1
15001269,Cust01269,615,France,Male,45,4,26155.2,4,0,1,20.88,1
15001270,Cust01270,566,France,Male,42,6,157865.67,1,1,0,176.26,1
15001271,Cust01271,647,France,Male,44,8,58670.54,1,0,1,34.93,0
15001272,Cust01272,673,France,Female,23,6,72115.81,1,0,0,26.49,1
15001273,Cust01273,746,France,Female,38,3,125475.66,1,1,0,61.98,0
15001274,Cust01274,536,France,Female,52,5,129863.9,1,0,0,197.94,0
15001275,Cust01275,572,Spain,Male,44,5,114423.8,1,1,1,107.34,0
15001276,Cust01276,587,France,Female,32,1,159752.84,2,0,0,64.8,1
15001277,Cust01277,630,Germany,Male,29,3,80693.09,2,0,0,14.41,0
15001278,Cust01278,700,Spain,Female,28,7,148314.97,4,0,0,187.37,1
15001279,Cust01279,678,France,Female,18,8,43173.05,4,1,1,31.49,0
15001280,Cust01280,850,France,Female,42,1,0.0,2,0,0,42.77,0
15001281,Cust01281,588,Spain,Male,43,4,85230.36,1,0,0,120.58,0
15001282,Cust01282,741,France,Male,38,2,129986.29,1,1,1,22.89,0
15001283,Cust01283,549,France,Male,39,0,67225.4,1,0,0,40.25,0
15001284,Cust01284,488,Germany,Female,28,8,71295.97,2,1,1,81.37,0
15001285,Cust01285,598,France,Female,40,8,73747.5,1,0,0,21.57,0
15001286,Cust01286,780,France,Male,39,4,266765.34,3,1,0,169.09,0
15001287,Cust01287,733,France,Male,24,8,90437.82,1,1,1,48.36,0
15001288,Cust01288,742,Germany,Female,19,2,33754.43,1,1,1,50.71,0
15001289,Cust01289,666,Spain,Male,48,5,161182.69,1,1,0,158.94,1
15001290,Cust01290,604,France,Male,42,6,115212.16,3,1,0,40.46,0
15001291,Cust01291,583,France,Female,29,3,175790.28,2,1,0,184.89,0
15001292,Cust01292,532,Spain,Female,40,5,25031.29,1,1,0,190.14,0
15001293,Cust01293,625,France,Male,31,3,68310.67,2,0,1,104.84,1
15001294,Cust01294,707,France,Male,27,6,117596.5,2,0,0,77.28,1
15001295,Cust01295,686,France,Female,33,10,12898.61,4,0,0,81.56,0
15001296,Cust01296,539,Germany,Male,33,6,45215.03,1,0,0,144.67,0
15001297,Cust01297,777,Spain,Male,40,2,24940.83,1,0,1,33.94,0
15001298,Cust01298,670,Spain,Male,18,0,0.0,3,0,1,183.24,0
15001299,Cust01299,735,France,Male,49,7,52710.71,2,1,0,132.76,1
15001300,Cust01300,679,France,Male,42,0,179151.44,2,1,0,179.96,1
15001301,Cust01301,712,France,Female,44,1,163679.61,2,1,0,42.52,1
15001302,Cust01302,636,France,Male,47,6,0.0,1,1,1,27.28,1
15001303,Cust01303,743,Germany,Female,50,10,0.0,2,0,1,128.1,1
15001304,Cust01304,768,France,Male,43,4,76195.16,1,1,0,51.72,0
15001305,Cust01305,850,Germany,Male,48,0,0.0,2,0,1,77.15,0
15001306,Cust01306,521,Spain,Female,51,2,30134.19,2,1,1,134.37,0
15001307,Cust01307,796,France,Female,33,10,102939.16,1,1,0,167.28,0
15001308,Cust01308,516,Germany,Male,42,10,96265.03,1,0,1,145.87,0
15001309,Cust01309,541,Germany,Female,35,1,141725.56,1,1,1,193.69,1
15001310,Cust01310,679,France,Male,36,2,68352.67,2,1,1,84.6,0
15001311,Cust01311,749,France,Female,30,9,61385.9,2,1,0,147.94,0
15001312,Cust01312,642,Spain,Male,30,6,170782.37,1,1,1,94.66,0
15001313,Cust01313,692,Germany,Female,26,1,0.0,2,1,0,82.1,0
15001314,Cust01314,436,France,Male,18,3,100155.48,4,0,1,163.86,0
15001315,Cust01315,663,Germany,Male,24,0,130998.95,3,1,0,63.45,1
15001316,Cust01316,656,France,Female,41,3,62295.37,1,0,0,120.09,0
15001317,Cust01317,585,France,Male,40,6,224310.8,2,1,1,114.15,1
15001318,Cust01318,704,France,Male,35,7,68882.26,2,0,0,47.54,1
15001319,Cust01319,680,France,Male,30,1,72964.17,1,1,0,18.1,0
15001320,Cust01320,568,France,Male,57,8,126098.24,2,1,1,107.15,0
15001321,Cust01321,555,France,Male,33,4,47888.33,1,0,0,98.07,0
15001322,Cust01322,696,France,Male,28,0,141005.92,1,1,1,132.95,0
15001323,Cust01323,655,Germany,Female,29,3,67225.16,1,0,1,62.72,0
15001324,Cust01324,627,Spain,Male,41,3,76544.59,1,0,0,145.14,0
15001325,Cust01325,654,Germany,Male,38,7,44270.66,2,1,1,185.03,1
15001326,Cust01326,688,Germany,Female,43,3,85630.15,1,0,0,97.6,0
15001327,Cust01327,412,Germany,Female,37,0,30422.76,1,0,0,56.41,1
15001328,Cust01328,607,Spain,Female,19,3,12018.09,2,0,0,121.03,0
15001329,Cust01329,698,Germany,Male,52,9,76899.56,4,1,0,136.5,1
15001330,Cust01330,701,France,Female,35,0,121322.04,4,1,1,183.41,0
15001331,Cust01331,625,France,Female,45,5,224450.44,4,0,1,16.26,0
15001332,Cust01332,686,Spain,Male,20,8,176680.87,2,0,0,129.79,0
15001333,Cust01333,794,France,Male,43,4,0.0,1,1,0,27.66,0
15001334,Cust01334,647,France,Male,32,3,0.0,2,0,0,142.05,0
15001335,Cust01335,628,Spain,Female,50,7,64425.9,2,1,1,140.32,0
15001336,Cust01336,542,Germany,Female,41,0,571.99,2,1,0,176.07,1
15001337,Cust01337,740,Spain,Male,45,2,77206.41,2,1,0,20.03,0
15001338,Cust01338,521,France,Female,33,8,55214.87,2,0,1,85.85,1
15001339,Cust01339,679,France,Female,46,2,63297.65,1,1,1,155.01,1
15001340,Cust01340,628,France,Female,38,4,2906.74,4,1,1,98.94,0
15001341,Cust01341,798,France,Male,44,9,0.0,2,1,1,147.35,0
15001342,Cust01342,663,Germany,Male,38,7,14397.45,1,1,1,117.25,1
15001343,Cust01343,658,France,Female,38,4,9706.22,2,0,0,61.81,0
15001344,Cust01344,698,France,Male,33,2,74945.62,2,1,1,112.91,0
15001345,Cust01345,710,France,Male,38,3,31757.75,1,1,0,169.97,0
15001346,Cust01346,813,France,Female,34,1,0.0,1,0,1,47.14,0
15001347,Cust01347,680,France,Female,36,1,54553.0,1,1,0,61.13,0
15001348,Cust01348,656,France,Female,39,7,28454.43,1,0,1,61.66,0
15001349,Cust01349,653,France,Male,49,9,107104.47,2,0,1,133.38,0
15001350,Cust01350,657,Germany,Male,46,0,9431.3,1,0,1,33.13,1
15001351,Cust01351,711,Spain,Male,32,2,233441.66,1,1,0,128.67,0
15001352,Cust01352,593,Spain,Female,37,8,179748.56,1,1,0,83.5,0
15001353,Cust01353,618,France,Female,20,5,126643.89,3,1,0,88.64,1
15001354,Cust01354,584,Germany,Female,27,7,118728.2,2,0,1,15.88,0
15001355,Cust01355,706,Spain,Female,34,0,75115.24,2,0,0,27.02,0
15001356,Cust01356,731,Spain,Male,45,5,103032.36,2,1,0,183.96,1
15001357,Cust01357,705,France,Male,42,7,104122.3,2,0,1,107.1,0
15001358,Cust01358,586,Spain,Female,33,2,33074.25,2,0,0,148.43,1
15001359,Cust01359,609,Germany,Female,31,8,109257.66,2,1,0,23.6,0
15001360,Cust01360,661,Germany,Male,49,5,132293.66,2,0,1,170.07,0
15001361,Cust01361,640,Spain,Male,36,7,62894.18,2,1,1,137.5,0
15001362,Cust01362,599,France,Female,48,8,108122.31,4,1,0,125.72,0
15001363,Cust01363,537,France,Female,28,2,75326.24,2,0,1,116.68,0
15001364,Cust01364,450,Germany,Female,38,10,92926.66,1,0,0,94.55,0
15001365,Cust01365,565,France,Male,36,9,76993.57,3,0,1,154.83,0
15001366,Cust01366,541,Spain,Male,53,10,28500.51,1,0,1,21.0,0
15001367,Cust01367,781,France,Female,41,8,0.0,1,0,1,40.27,0
15001368,Cust01368,472,France,Female,27,6,0.0,3,1,0,116.86,0
15001369,Cust01369,694,Germany,Female,36,4,76973.26,2,1,1,25.84,0
15001370,Cust01370,462,Germany,Female,40,10,140506.72,1,1,0,62.16,1
15001371,Cust01371,573,France,Female,33,8,89256.15,2,1,1,137.47,0
15001372,Cust01372,593,Spain,Female,18,3,110473.37,2,1,0,20.29,0
15001373,Cust01373,691,France,Male,18,9,49423.42,1,1,0,83.58,0
15001374,Cust01374,601,France,Male,44,6,55491.96,1,0,0,62.47,0
15001375,Cust01375,485,Germany,Female,39,8,123786.51,1,1,0,111.83,1
15001376,Cust01376,655,France,Male,51,10,12396.18,2,0,0,163.54,0
15001377,Cust01377,722,Spain,Male,39,9,9132.21,1,0,1,188.01,0
15001378,Cust01378,601,Germany,Male,33,3,94039.81,2,0,1,155.41,0
15001379,Cust01379,594,Germany,Female,32,4,1665.01,2,1,0,105.82,0
15001380,Cust01380,546,Spain,Male,41,1,258010.79,2,0,0,87.8,1
15001381,Cust01381,701,France,Male,33,1,101781.88,1,1,0,163.68,0
15001382,Cust01382,625,France,Male,58,6,10526.09,1,0,0,143.21,0
15001383,Cust01383,714,France,Female,41,10,204230.01,3,0,0,131.84,1
15001384,Cust01384,569,Germany,Male,35,1,69676.33,4,1,1,122.01,0
15001385,Cust01385,621,Spain,Male,46,2,116574.72,2,1,0,104.48,1
15001386,Cust01386,690,France,Male,43,8,126801.14,2,0,0,88.6,0
15001387,Cust01387,503,France,Male,27,0,42608.43,1,0,0,56.24,0
15001388,Cust01388,579,Germany,Female,32,4,50426.3,2,0,1,71.59,0
15001389,Cust01389,694,Spain,Female,20,7,201400.59,1,1,0,76.53,0
15001390,Cust01390,571,France,Female,41,6,149847.32,1,1,0,154.03,0
15001391,Cust01391,684,Germany,Female,50,6,42029.87,2,1,1,57.56,0
15001392,Cust01392,850,Spain,Female,48,6,156027.02,1,1,1,58.86,0
15001393,Cust01393,756,Germany,Female,24,2,119333.02,2,1,1,174.37,0
15001394,Cust01394,528,Germany,Female,25,6,0.0,1,0,1,14.05,0
15001395,Cust01395,715,France,Male,29,1,80895.77,1,1,1,160.33,1
15001396,Cust01396,689,France,Male,26,5,176364.83,2,1,0,162.81,0
15001397,Cust01397,707,Germany,Male,24,8,160529.34,1,1,0,163.87,0
15001398,Cust01398,561,France,Female,19,9,0.0,3,0,1,151.88,0
15001399,Cust01399,843,France,Female,52,3,65514.39,1,1,1,186.76,1
15001400,Cust01400,619,France,Male,44,1,63062.56,2,1,1,181.72,0
15001401,Cust01401,571,France,Male,47,10,110321.31,2,0,1,172.98,0
15001402,Cust01402,556,Germany,Female,36,0,28943.82,2,0,1,93.74,0
15001403,Cust01403,625,France,Male,35,6,152490.91,2,1,1,123.66,0
15001404,Cust01404,628,France,Female,30,7,0.0,2,1,1,27.95,0
15001405,Cust01405,712,France,Male,35,5,109497.85,3,0,0,41.43,1
15001406,Cust01406,670,Germany,Male,39,1,143220.29,4,1,0,11.72,1
15001407,Cust01407,495,France,Female,40,8,75430.69,4,0,1,139.36,0
15001408,Cust01408,625,France,Male,30,4,42596.83,1,1,1,116.44,0
15001409,Cust01409,553,France,Male,40,9,149985.28,2,0,1,199.85,0
15001410,Cust01410,573,Germany,Female,27,10,44222.89,1,0,0,41.19,0
15001411,Cust01411,682,Spain,Female,34,5,123789.74,2,1,0,32.33,1
15001412,Cust01412,596,Germany,Male,48,5,0.0,2,0,0,42.13,0
15001413,Cust01413,634,France,Female,34,0,179841.3,1,0,1,197.97,0
15001414,Cust01414,653,France,Male,32,5,0.0,1,1,1,102.08,0
15001415,Cust01415,689,Spain,Male,44,2,99278.26,1,1,1,188.42,0
15001416,Cust01416,735,Germany,Male,41,6,42545.34,1,1,1,115.05,1
15001417,Cust01417,589,France,Male,20,2,19893.23,2,0,0,99.34,1
15001418,Cust01418,506,Germany,Male,34,4,64205.07,1,1,1,110.57,0
15001419,Cust01419,473,Germany,Male,52,5,57175.18,1,0,1,150.76,0
15001420,Cust01420,643,Spain,Male,29,7,8034.34,1,0,0,70.81,0
15001421,Cust01421,692,Spain,Female,42,3,121859.88,1,1,0,102.14,0
15001422,Cust01422,596,Spain,Female,38,8,113741.61,1,0,0,193.53,0
15001423,Cust01423,715,France,Male,31,0,37574.13,2,0,0,138.78,0
15001424,Cust01424,652,France,Female,36,6,128222.43,1,0,1,27.82,0
15001425,Cust01425,615,France,Male,52,5,0.0,2,1,0,41.13,1
15001426,Cust01426,665,Spain,Female,23,4,32636.3,2,0,0,95.83,0
15001427,Cust01427,754,France,Male,39,5,85259.2,2,0,0,14.67,0
15001428,Cust01428,720,France,Male,21,2,90856.91,4,0,0,63.01,0
15001429,Cust01429,679,Germany,Female,18,7,95312.43,2,1,0,85.25,0
15001430,Cust01430,650,France,Male,24,9,23204.52,2,1,0,192.06,0
15001431,Cust01431,521,France,Male,21,1,147316.58,1,1,1,172.77,0
15001432,Cust01432,734,France,Female,34,10,28620.42,2,1,1,47.12,1
15001433,Cust01433,715,France,Female,30,8,115964.92,2,1,0,71.8,0
15001434,Cust01434,536,Spain,Male,37,2,40640.53,4,0,0,187.1,1
15001435,Cust01435,633,France,Female,38,5,2194.72,1,0,0,98.05,0
15001436,Cust01436,479,France,Male,18,4,28185.58,2,1,0,180.39,0
15001437,Cust01437,523,Spain,Female,30,6,37732.84,2,1,1,18.14,0
15001438,Cust01438,591,Spain,Female,46,9,118651.84,1,1,1,20.89,0
15001439,Cust01439,583,Germany,Female,37,10,149407.22,1,0,1,89.64,0
15001440,Cust01440,628,Spain,Female,27,7,122851.28,1,1,0,43.65,0
15001441,Cust01441,841,France,Male,23,0,185626.5,2,0,1,187.6,0
15001442,Cust01442,543,Germany,Male,50,4,181684.71,1,1,0,18.48,0
15001443,Cust01443,635,Spain,Male,48,3,162768.16,1,0,1,71.59,1
15001444,Cust01444,713,France,Female,28,3,73731.42,2,1,1,35.33,0
15001445,Cust01445,741,Germany,Female,49,4,29618.04,2,0,1,105.11,0
15001446,Cust01446,661,France,Male,31,10,55746.26,2,1,0,174.89,0
15001447,Cust01447,689,France,Female,54,1,99667.52,1,1,0,36.8,1
15001448,Cust01448,807,Germany,Female,34,1,65469.15,1,1,1,14.8,0
15001449,Cust01449,709,Spain,Female,35,7,74772.75,1,1,1,165.87,0
15001450,Cust01450,653,France,Male,18,6,81131.92,1,0,1,139.01,0
15001451,Cust01451,518,Spain,Female,18,2,122199.35,2,1,0,191.25,0
15001452,Cust01452,748,France,Female,48,10,50516.45,1,1,0,34.9,1
15001453,Cust01453,589,France,Male,33,5,205124.94,2,1,1,48.6,0
15001454,Cust01454,803,Germany,Male,39,9,0.0,2,0,0,89.12,0
15001455,Cust01455,720,Spain,Female,45,2,109058.85,1,0,1,156.76,0
15001456,Cust01456,730,Spain,Male,38,7,46015.74,2,0,0,168.81,1
15001457,Cust01457,574,France,Male,26,8,0.0,1,0,0,40.74,0
15001458,Cust01458,719,Germany,Female,29,6,84404.93,1,0,1,26.76,0
15001459,Cust01459,609,Germany,Male,45,8,92043.73,1,1,0,76.32,0
15001460,Cust01460,710,Spain,Male,39,2,107284.07,2,0,0,46.3,0
15001461,Cust01461,585,Spain,Male,24,7,0.0,2,1,0,111.84,0
15001462,Cust01462,591,France,Female,29,6,22906.39,1,0,1,163.32,0
15001463,Cust01463,628,France,Male,50,4,76808.69,2,1,0,56.62,0
15001464,Cust01464,670,France,Female,30,0,157561.51,3,1,0,152.31,1
15001465,Cust01465,647,Spain,Female,36,0,231055.83,4,1,0,18.57,1
15001466,Cust01466,741,Spain,Female,39,8,0.0,1,0,1,39.77,0
15001467,Cust01467,601,Spain,Female,56,2,179535.21,1,1,1,95.24,1
15001468,Cust01468,695,Germany,Female,46,6,202224.16,3,0,1,95.79,1
15001469,Cust01469,789,France,Female,32,9,158339.53,2,1,0,133.1,1
15001470,Cust01470,510,Germany,Male,29,3,72058.44,1,0,1,14.84,0
15001471,Cust01471,473,France,Male,38,3,141029.58,1,0,1,186.75,0
15001472,Cust01472,721,France,Male,18,0,37280.35,2,0,0,33.63,0
15001473,Cust01473,607,France,Female,38,9,118784.57,2,0,0,138.97,0
15001474,Cust01474,598,Spain,Female,41,2,75827.26,4,0,0,124.58,1
15001475,Cust01475,839,France,Female,34,3,52778.88,1,0,1,79.99,0
15001476,Cust01476,651,Germany,Male,26,1,0.0,2,0,0,25.07,1
15001477,Cust01477,569,France,Male,58,5,139429.51,2,0,1,116.22,1
15001478,Cust01478,387,Spain,Female,51,3,36050.9,2,1,1,155.61,0
15001479,Cust01479,671,Germany,Male,51,1,171500.09,1,1,0,69.56,0
15001480,Cust01480,482,France,Female,43,1,145745.82,1,0,0,35.02,0
15001481,Cust01481,511,France,Male,42,4,58846.35,3,1,1,12.73,0
15001482,Cust01482,743,France,Male,45,4,62739.74,1,0,1,23.66,0
15001483,Cust01483,657,France,Male,42,9,89676.18,2,1,0,88.12,1
15001484,Cust01484,819,France,Male,22,5,116890.95,2,0,0,182.63,1
15001485,Cust01485,575,Germany,Female,49,10,81775.82,3,0,0,88.49,1
15001486,Cust01486,635,Germany,Male,37,5,100202.7,4,1,0,63.57,0
15001487,Cust01487,645,France,Male,34,4,0.0,2,0,0,137.88,0
15001488,Cust01488,741,France,Female,24,6,96324.29,2,0,0,150.58,0
15001489,Cust01489,683,France,Male,29,8,98742.47,2,1,0,189.75,0
15001490,Cust01490,678,France,Female,32,2,85386.99,1,1,0,61.05,1
15001491,Cust01491,778,France,Female,29,5,119836.01,1,1,0,94.73,1
15001492,Cust01492,596,France,Male,44,3,124757.19,1,0,0,30.65,0
15001493,Cust01493,803,France,Male,18,1,160269.75,1,1,0,70.43,1
15001494,Cust01494,740,France,Male,44,4,165763.38,1,1,1,88.67,0
15001495,Cust01495,488,Spain,Male,36,4,81145.22,3,0,1,173.49,0
15001496,Cust01496,645,Germany,Male,34,7,138637.02,2,1,1,56.69,0
15001497,Cust01497,673,France,Female,53,5,34366.24,2,0,0,29.3,1
15001498,Cust01498,508,France,Female,37,4,76456.49,1,0,0,156.61,0
15001499,Cust01499,580,Spain,Male,32,5,0.0,2,0,0,158.44,0
15001500,Cust01500,778,Spain,Female,45,1,0.0,1,0,1,185.3,0
15001501,Cust01501,773,France,Male,65,0,78852.4,1,1,1,116.82,1
15001502,Cust01502,779,France,Female,18,0,87136.58,1,1,0,44.34,0
15001503,Cust01503,635,Spain,Female,41,0,45084.7,2,1,0,187.23,0
15001504,Cust01504,654,Germany,Female,43,4,13570.5,2,0,0,36.61,0
15001505,Cust01505,629,Germany,Female,31,6,0.0,2,0,0,83.42,0
15001506,Cust01506,482,Germany,Female,53,8,80239.04,2,1,0,43.28,0
15001507,Cust01507,677,France,Male,41,2,11076.23,3,1,1,117.93,1
15001508,Cust01508,578,France,Female,39,5,51206.2,2,0,1,183.42,0
15001509,Cust01509,593,Spain,Male,36,1,113993.03,1,1,1,12.76,0
15001510,Cust01510,449,France,Male,37,7,54721.23,1,0,1,113.79,0
15001511,Cust01511,772,Germany,Male,48,6,94525.46,1,0,1,136.1,0
15001512,Cust01512,550,Spain,Male,35,7,81395.02,1,1,1,182.16,0
15001513,Cust01513,684,France,Male,47,2,100678.99,2,0,0,41.79,1
15001514,Cust01514,624,France,Female,41,9,103930.73,1,0,0,183.81,0
15001515,Cust01515,494,Germany,Female,44,0,0.0,2,1,0,20.55,0
15001516,Cust01516,533,France,Male,33,8,48226.4,1,0,0,46.99,1
15001517,Cust01517,659,Spain,Female,18,1,61703.64,2,1,0,71.61,1
15001518,Cust01518,631,Spain,Female,41,5,139416.17,4,1,1,15.43,0
15001519,Cust01519,774,France,Male,31,2,58570.22,1,1,0,154.33,0
15001520,Cust01520,554,France,Male,59,5,96978.16,2,1,0,21.13,0
15001521,Cust01521,661,Spain,Male,38,6,0.0,2,0,0,113.98,0
15001522,Cust01522,669,Germany,Female,37,8,52199.77,2,0,1,170.23,0
15001523,Cust01523,432,Spain,Female,37,4,15463.2,1,1,0,41.37,0
15001524,Cust01524,549,Germany,Female,35,3,63861.31,2,0,0,131.84,0
15001525,Cust01525,742,Germany,Female,44,5,55451.25,1,0,1,18.67,0
15001526,Cust01526,699,Spain,Female,30,6,77824.7,1,0,0,16.9,0
15001527,Cust01527,579,France,Male,27,9,0.0,1,1,1,23.55,0
15001528,Cust01528,494,France,Female,59,8,88714.67,4,1,0,190.35,0
15001529,Cust01529,594,Germany,Male,58,2,65817.0,1,1,1,23.85,0
15001530,Cust01530,524,France,Male,31,6,95096.61,1,0,0,150.51,1
15001531,Cust01531,440,Germany,Female,42,6,53929.61,1,1,0,189.07,0
15001532,Cust01532,850,France,Female,41,9,104354.11,2,0,0,55.24,1
15001533,Cust01533,850,Germany,Female,36,6,112650.44,2,1,1,142.14,0
15001534,Cust01534,409,Spain,Male,18,9,0.0,3,0,0,61.61,0
15001535,Cust01535,649,Spain,Female,41,10,84648.86,2,1,1,73.24,0
15001536,Cust01536,587,Spain,Female,31,1,107627.71,1,1,1,113.9,1
15001537,Cust01537,833,Spain,Female,41,4,61229.51,1,1,0,144.15,0
15001538,Cust01538,615,France,Male,18,6,0.0,2,1,0,171.57,0
15001539,Cust01539,678,France,Female,67,4,61698.98,2,0,0,46.74,1
15001540,Cust01540,569,Germany,Male,45,3,89575.76,2,0,0,130.69,1
15001541,Cust01541,636,Germany,Male,18,0,118418.12,2,0,0,122.29,1
15001542,Cust01542,675,Germany,Male,28,5,78090.58,1,1,1,44.03,0
15001543,Cust01543,828,Germany,Female,25,1,150208.48,2,0,1,28.91,0
15001544,Cust01544,780,France,Male,27,2,85956.54,4,0,1,15.67,0
15001545,Cust01545,680,Spain,Male,35,1,68583.58,1,1,1,41.71,0
15001546,Cust01546,609,Spain,Male,45,5,87427.16,2,0,1,58.23,0
15001547,Cust01547,713,Spain,Female,18,3,165553.56,2,0,0,79.72,1
15001548,Cust01548,535,Spain,Male,25,10,98217.36,1,1,0,194.46,0
15001549,Cust01549,644,France,Female,21,4,0.0,1,0,0,59.03,1
15001550,Cust01550,595,France,Male,52,2,18870.04,1,1,1,113.7,0
15001551,Cust01551,562,France,Female,40,7,46847.39,2,0,1,48.09,0
15001552,Cust01552,600,Germany,Female,55,7,0.0,2,1,1,89.58,0
15001553,Cust01553,531,France,Male,34,1,36850.9,3,1,1,136.45,0
15001554,Cust01554,592,France,Female,48,1,40864.28,1,1,0,97.96,1
15001555,Cust01555,682,France,Male,30,7,32741.43,2,1,1,63.84,0
15001556,Cust01556,562,France,Female,28,8,98342.86,1,1,0,25.2,0
15001557,Cust01557,725,France,Female,51,6,15236.14,1,1,1,116.35,0
15001558,Cust01558,783,Germany,Female,24,7,0.0,2,1,0,32.98,1
15001559,Cust01559,516,France,Male,45,8,0.0,1,0,1,175.68,1
15001560,Cust01560,616,Spain,Male,32,6,0.0,1,1,1,59.59,0
15001561,Cust01561,755,Spain,Male,35,8,120360.57,1,0,0,81.58,0
15001562,Cust01562,753,France,Male,33,4,0.0,2,1,1,134.0,0
15001563,Cust01563,850,Spain,Male,38,0,143691.93,1,0,0,86.27,0
15001564,Cust01564,751,Germany,Male,37,2,66578.02,1,0,0,13.41,0
15001565,Cust01565,403,Spain,Male,28,4,51946.17,2,1,1,94.06,0
15001566,Cust01566,641,Spain,Female,36,1,107355.6,1,1,0,139.27,1
15001567,Cust01567,491,Germany,Male,51,1,101175.48,2,1,0,31.67,0
15001568,Cust01568,544,Germany,Female,26,6,116045.21,2,0,1,118.63,0
15001569,Cust01569,665,France,Female,51,10,86000.57,2,1,1,34.64,0
15001570,Cust01570,567,France,Female,26,8,0.0,1,1,0,189.87,0
15001571,Cust01571,674,Germany,Female,45,5,86332.66,2,0,1,169.18,0
15001572,Cust01572,573,Germany,Female,28,3,16064.48,1,1,0,166.09,0
15001573,Cust01573,569,France,Male,39,1,0.0,2,0,1,116.91,0
15001574,Cust01574,850,France,Female,52,9,153163.04,2,0,0,126.8,0
15001575,Cust01575,621,France,Female,23,5,123826.91,2,0,1,27.0,0
15001576,Cust01576,730,Spain,Male,33,4,106558.81,2,1,1,105.54,0
15001577,Cust01577,531,Spain,Female,31,7,148286.82,2,0,0,87.48,0
15001578,Cust01578,652,France,Male,33,0,84469.04,1,0,0,22.57,1
15001579,Cust01579,674,Germany,Male,30,0,126194.86,2,1,0,167.8,0
15001580,Cust01580,847,Spain,Male,39,8,48369.68,1,0,1,88.29,0
15001581,Cust01581,850,Germany,Female,29,8,206528.44,1,1,0,46.65,1
15001582,Cust01582,767,Spain,Male,47,9,128769.69,3,1,1,164.2,0
15001583,Cust01583,639,France,Female,41,2,39281.07,1,1,0,105.56,0
15001584,Cust01584,588,France,Female,33,1,103712.87,4,0,1,113.49,0
15001585,Cust01585,747,France,Male,56,8,114631.42,2,0,0,184.25,0
15001586,Cust01586,687,Spain,Male,51,5,199464.97,2,0,1,85.53,0
